pid,Name,Pos,Team,Opp,Score,WL,Season,Playoffs,Min,ChK,ChD,ChA,ChKDA,ChSC,TwrD,TwrA,TwrSC,InhibD,InhibA,CS,CSOpp,CS20,CSOpp20,Jgl,Rvr,DrK,DrA,BrnK,BrnA,G(k)
11962,Han 'Neivas10' Tao,JGL,K2H,TDC,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11541,Hao 'alukeras' Chang,TOP,VEX,PND,0-1,L,2048,true,37.05032267715766,1,4,0,,,1,1,1,0,0,235,290,135,149,8,3,0,1,0,0,11.514989882935993
14100,Wonjin 'maddog53' Cho,JGL,VEX,PND,0-1,L,2048,true,37.05032267715766,0,3,0,,,0,0,0,0,0,133,258,55,55,76,8,0,0,0,0,10.274999999999947
14649,Zhou 'Odratsab' Fu,MID,VEX,PND,0-1,L,2048,true,37.05032267715766,1,3,0,,,1,2,0,0,0,313,348,187,168,3,0,1,1,0,0,13.135380651076488
14455,Ji 'jamesjag' Chang,ADC,VEX,PND,0-1,L,2048,true,37.05032267715766,1,5,1,,,1,1,0,0,0,285,381,167,169,6,1,0,0,0,0,12.622979394313084
14347,Alex 'KhaosSFN' Larentzakis,SUP,VEX,PND,0-1,L,2048,true,37.05032267715766,1,3,1,,,0,2,0,0,0,58,100,34,42,1,0,0,1,0,0,7.546324829368426
12591,Dwight 'tysonius' Delong,TOP,PND,VEX,1-0,W,2048,true,37.05032267715766,2,0,12,,,3,9,-1,0,1,290,235,149,135,7,4,0,1,0,1,15.19553278870613
12531,Taruike 'tanman25' Yuyang,JGL,PND,VEX,1-0,W,2048,true,37.05032267715766,4,0,9,,,0,4,0,0,1,258,133,55,55,136,42,1,1,0,0,16.91465276584852
14725,Taehwan 'MoNo2122' Kim,MID,PND,VEX,1-0,W,2048,true,37.05032267715766,8,1,6,,,3,6,0,1,1,348,313,168,187,7,0,0,2,0,0,18.015467663533194
14659,Caleb 'Exiri' Estacio,ADC,PND,VEX,1-0,W,2048,true,37.05032267715766,4,1,8,,,4,7,0,0,1,381,285,169,167,9,0,1,2,1,1,17.512859970409025
13800,Ji 'Masstube' Zhao,SUP,PND,VEX,1-0,W,2048,true,37.05032267715766,0,2,14,,,0,9,0,0,1,100,58,42,34,0,0,0,2,0,1,10.352950491408308
13806,Niels 'aragorn1' Kok,SUP,PND,VEX,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14322,Ji 'fenixoen' Qi,TOP,SPIN,DG,1-0,W,2048,true,39.50072441887624,2,2,10,,,2,5,0,0,1,260,258,119,135,4,0,0,0,0,1,14.349905062256505
13778,Yi 'Ingenium' Xiang,JGL,SPIN,DG,1-0,W,2048,true,39.50072441887624,6,3,5,,,0,7,0,0,1,170,261,51,94,82,7,0,0,1,1,14.69513320134214
15478,Seungyong 'fallen69' Lee,MID,SPIN,DG,1-0,W,2048,true,39.50072441887624,5,2,6,,,3,5,0,1,1,335,307,188,137,7,2,0,1,0,1,16.554024772860323
13343,Kenshin 'LeoFrost' Torres,ADC,SPIN,DG,1-0,W,2048,true,39.50072441887624,1,0,7,,,3,5,0,0,1,370,437,180,226,9,1,1,1,0,1,16.370367322568775
15123,Paulo 'p0rkch0p' Castro,SUP,SPIN,DG,1-0,W,2048,true,39.50072441887624,1,4,10,,,0,7,0,0,1,116,107,12,45,0,0,0,1,0,1,10.756396227848416
14168,Ungsiik 'zanionDK' Moon,TOP,DG,SPIN,0-1,L,2048,true,39.50072441887624,2,3,5,,,2,3,0,0,0,258,260,135,119,11,2,0,2,0,0,13.94351486738764
12996,Jinsung 'FairH2O' Seo,JGL,DG,SPIN,0-1,L,2048,true,39.50072441887624,3,1,5,,,0,4,0,0,0,261,170,94,51,147,22,2,2,1,1,16.692040472664416
14027,Sun 'corasa60' Jianlian,MID,DG,SPIN,0-1,L,2048,true,39.50072441887624,4,3,2,,,2,4,0,0,0,307,335,137,188,4,1,0,1,0,1,15.403722335295269
15540,Xu 'thybeast' Delong,ADC,DG,SPIN,0-1,L,2048,true,39.50072441887624,1,2,4,,,2,3,0,0,0,437,370,226,180,14,5,1,2,0,1,17.749596287033988
13755,Zhizhi 'GoldbÃ¤r' Delong,SUP,DG,SPIN,0-1,L,2048,true,39.50072441887624,1,6,9,,,0,5,0,0,0,107,116,45,12,0,0,0,3,0,1,10.562474270834329
13384,Danh 'zguriman' Trần,SUP,DG,SPIN,0-1,L,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14110,Omar 'BooBaBoH' Thomas,TOP,EIF,LSG,1-0,W,2048,true,39.81338265800195,8,3,3,,,2,7,0,0,1,268,266,126,139,13,3,0,3,0,2,16.720644148326084
15449,Swen 'xupagalo' Hammink,JGL,EIF,LSG,1-0,W,2048,true,39.81338265800195,5,1,6,,,0,7,-1,0,1,271,119,99,40,149,46,3,3,2,2,18.278855479105793
13546,Heiko 'ThiagoNB' Harris,MID,EIF,LSG,1-0,W,2048,true,39.81338265800195,3,0,7,,,3,5,0,1,1,362,332,173,167,10,4,0,3,0,2,17.781378210019028
15276,Jaesung 'MoticonZ' Choi,ADC,EIF,LSG,1-0,W,2048,true,39.81338265800195,2,1,7,,,3,5,0,0,1,416,320,199,163,6,3,1,3,0,2,18.308109639249942
12199,Donghae 'thedespi' Seo,SUP,EIF,LSG,1-0,W,2048,true,39.81338265800195,0,3,13,,,0,7,0,0,1,120,87,35,46,0,0,0,4,0,2,11.572070863275226
15028,Sydmill 'Dropixal' Jansen,TOP,LSG,EIF,0-1,L,2048,true,39.81338265800195,3,2,2,,,1,4,0,0,0,266,268,139,126,4,0,0,0,0,0,13.34033855643986
13402,Francisco 'adhdnoy1' Cvjetkovic,JGL,LSG,EIF,0-1,L,2048,true,39.81338265800195,3,5,0,,,0,4,1,0,0,119,271,40,99,66,3,0,0,0,0,11.188178838490762
14368,Hatila 'Harkle99' Cipolini,MID,LSG,EIF,0-1,L,2048,true,39.81338265800195,1,2,5,,,2,2,0,0,0,332,362,167,173,7,1,0,0,0,0,14.5673420075107
14931,Maxime 'obrinj63' Fofang,ADC,LSG,EIF,0-1,L,2048,true,39.81338265800195,1,4,2,,,2,2,0,0,0,320,416,163,199,7,0,0,0,0,0,14.193624197221483
14955,Tom '0_Nefi_0' Larsson,SUP,LSG,EIF,0-1,L,2048,true,39.81338265800195,0,5,4,,,0,4,0,0,0,87,120,46,35,0,0,0,0,0,0,8.68192349118204
14172,Seokjun 'tuzuyezo' Hwang,MID,LSG,EIF,0-1,L,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15393,Thiago 'jeanray1' Rodríguez,TOP,MMR,NVS,0-1,L,2048,true,35.40001449383528,0,7,1,,,1,3,0,0,0,168,327,104,156,5,0,0,0,0,0,9.61632535189269
11975,Wojciech 'gilateur' Witlinski,JGL,MMR,NVS,0-1,L,2048,true,35.40001449383528,2,5,0,,,0,1,-1,0,0,131,264,53,78,65,6,1,1,0,0,10.376796215603752
14480,Henrik 'rozle001' Moeller,MID,MMR,NVS,0-1,L,2048,true,35.40001449383528,1,5,1,,,1,3,0,0,0,262,325,175,156,4,1,0,1,0,0,11.79663976224323
13675,Marcel 'Sojimaru' Nahar,ADC,MMR,NVS,0-1,L,2048,true,35.40001449383528,1,3,1,,,1,1,0,0,0,304,350,193,173,7,2,0,1,0,0,12.897542276591802
13054,Hyunjong '0_Nefi_0' Lee,SUP,MMR,NVS,0-1,L,2048,true,35.40001449383528,0,5,3,,,0,2,0,0,0,55,114,32,14,0,0,0,1,0,0,7.1448712470448745
15404,Calix 'pullrock' Skouen,SUP,MMR,NVS,0-1,L,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14985,Ali 'vaelanis' Archibald,TOP,NVS,MMR,1-0,W,2048,true,35.40001449383528,14,0,9,,,2,5,1,0,1,327,168,156,104,17,8,0,2,0,2,18.858571380950476
15504,Balazs 'Shabadim' Szendrei,JGL,NVS,MMR,1-0,W,2048,true,35.40001449383528,7,1,9,,,0,7,0,0,1,264,131,78,53,131,26,2,2,1,1,17.872182274214808
13348,Mikkel 'redadkai' Reinholt,MID,NVS,MMR,1-0,W,2048,true,35.40001449383528,3,0,15,,,3,6,0,1,1,325,262,156,175,8,5,0,2,1,2,16.327004743846125
13586,Sun 'T3rophor' Zhang,ADC,NVS,MMR,1-0,W,2048,true,35.40001449383528,1,1,12,,,3,7,0,0,1,350,304,173,193,7,2,0,2,0,1,15.9113740901401
14343,Harvey 'xupagalo' Zhang,SUP,NVS,MMR,1-0,W,2048,true,35.40001449383528,0,2,15,,,0,8,0,0,1,114,55,14,32,0,0,0,2,0,2,10.499555313139556
12606,Muhammed 'Ragewind' Arar,SUP,NVS,MMR,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14750,Tim 'cataclyz' Gloger,SUP,NVS,MMR,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12918,Caleb 'MLRarey' Dela Cruz,TOP,VTN,LAT,0-1,L,2048,true,33.78324981968311,2,4,1,,,1,3,0,0,0,219,255,129,145,3,0,0,1,0,1,11.552724307391466
14476,Seulgi 'Geekster' Choi,JGL,VTN,LAT,0-1,L,2048,true,33.78324981968311,2,2,1,,,0,1,-1,0,0,200,160,55,64,95,3,1,1,0,0,12.882503391883438
14180,Seungjun 'Svenatra' Lee,MID,VTN,LAT,0-1,L,2048,true,33.78324981968311,1,3,2,,,2,2,0,0,0,248,324,165,170,2,0,0,1,0,0,11.932684727623668
13947,Ngu 'iiPathos' Trần,ADC,VTN,LAT,0-1,L,2048,true,33.78324981968311,0,2,3,,,1,3,0,0,0,298,341,155,201,10,0,1,2,1,1,12.995000367244257
12200,Nico 'DJSwAnny' Caponpon,SUP,VTN,LAT,0-1,L,2048,true,33.78324981968311,1,5,5,,,0,3,0,0,0,43,117,18,77,0,0,0,1,0,1,7.691536074419834
14410,Hyungseo 'Claw6666' Kang,JGL,VTN,LAT,0-1,L,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14533,Wooseok 'BrunoVix' Kim,MID,VTN,LAT,0-1,L,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15148,Ailun 'Compares' Tao,TOP,LAT,VTN,1-0,W,2048,true,33.78324981968311,3,2,3,,,2,6,0,0,1,255,219,145,129,4,1,0,1,0,0,12.852276049745273
15399,Sebastián 'KidChuot' Rodríguez,JGL,LAT,VTN,1-0,W,2048,true,33.78324981968311,4,3,6,,,0,5,0,0,1,160,200,64,55,84,20,1,1,0,0,12.51266918689803
14528,Mora 'ZayikPvP' Martínez,MID,LAT,VTN,1-0,W,2048,true,33.78324981968311,4,0,5,,,3,6,0,1,1,324,248,170,165,8,4,0,1,0,0,14.880785354068374
13666,Joaquín 'Drugo991' Martínez,ADC,LAT,VTN,1-0,W,2048,true,33.78324981968311,4,0,6,,,3,4,1,0,1,341,298,201,155,9,2,0,1,0,0,15.036350477337193
12959,Wang 'LinliXin' Wang,SUP,LAT,VTN,1-0,W,2048,true,33.78324981968311,1,1,11,,,0,7,0,0,1,117,43,77,18,0,0,0,1,0,0,9.633409352136264
15513,Murat 'chidoloo' Sarica,MID,LAT,VTN,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15329,Sánchez 'paulla97' Santos,JGL,LAT,VTN,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14685,Wang 'Gloreian' Ming,JGL,LAT,VTN,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14619,Ji 'Chrisf50' Hu,TOP,S10,VIC,1-0,W,2048,true,39.84259459901787,5,2,5,,,3,7,0,0,1,269,266,122,139,12,1,0,2,0,1,15.83352389449434
14805,Pawel 'thershey' Tomczyk,JGL,S10,VIC,1-0,W,2048,true,39.84259459901787,3,0,9,,,0,5,0,0,0,317,120,100,42,179,46,3,3,0,0,19.350276202979916
14708,Janghun 'cipojo11' Kim,MID,S10,VIC,1-0,W,2048,true,39.84259459901787,3,1,8,,,3,5,0,1,1,384,313,191,144,9,3,0,2,1,1,17.761337449502427
14670,Luca 'teahouse' Zilli,ADC,S10,VIC,1-0,W,2048,true,39.84259459901787,7,1,8,,,3,5,0,0,0,408,328,187,170,11,7,1,3,0,0,19.493271971544605
13057,Lonnie 'Attidack' Jackson,SUP,S10,VIC,1-0,W,2048,true,39.84259459901787,0,2,14,,,0,7,0,0,1,77,76,38,21,0,0,0,4,0,0,10.404528463923555
14884,Joakim 'mrbobo97' Person,TOP,VIC,S10,0-1,L,2048,true,39.84259459901787,3,2,2,,,1,4,0,0,0,266,269,139,122,10,3,0,0,0,0,13.405979115473626
13491,Youngsun 'Jveeyier' Kim,JGL,VIC,S10,0-1,L,2048,true,39.84259459901787,2,5,2,,,0,1,0,0,0,120,317,42,100,62,9,0,0,0,0,10.890530143313416
13679,Przemyslaw 'sirellv2' Tomaszek,MID,VIC,S10,0-1,L,2048,true,39.84259459901787,0,5,3,,,2,1,0,0,0,313,384,144,191,9,0,0,0,0,0,13.593368312090556
14580,Yuta 'Mojomaan' Watanabe,ADC,VIC,S10,0-1,L,2048,true,39.84259459901787,1,4,2,,,1,3,0,0,0,328,408,170,187,4,0,0,0,0,0,14.139536080312395
13562,Andrew 'jcornt31' Pereira,SUP,VIC,S10,0-1,L,2048,true,39.84259459901787,0,2,5,,,0,3,0,0,0,76,77,21,38,0,0,0,0,0,0,8.428734592882178
13966,Dong 'math9229' Wang,ADC,VIC,S10,0-1,L,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13933,Hongkyu 'Katrinna' Jung,TOP,SCR,TST,1-0,W,2048,true,37.48373590389733,5,1,7,,,3,6,0,0,1,256,253,126,135,10,1,0,2,0,1,15.508145307326025
15482,Jaewan 'qwdevx64' Lee,JGL,SCR,TST,1-0,W,2048,true,37.48373590389733,2,1,10,,,0,7,0,0,1,186,159,44,70,76,6,2,2,1,1,14.239355147405323
15096,Donghae 'Blobisen' Lee,MID,SCR,TST,1-0,W,2048,true,37.48373590389733,5,1,10,,,3,6,0,1,1,369,241,187,134,15,5,1,4,0,0,17.95714422382302
12814,Youjin 'c0nn3r88' Suk,ADC,SCR,TST,1-0,W,2048,true,37.48373590389733,7,0,7,,,3,5,0,0,1,395,296,191,169,9,3,1,3,0,0,18.93496523052638
12120,Nikos 'woof1912' Angelopoulos,SUP,SCR,TST,1-0,W,2048,true,37.48373590389733,0,3,17,,,0,7,1,0,1,100,80,20,42,0,0,0,4,0,1,10.912498707160083
13431,Gyeongtae 'Iwwann88' Hwang,TOP,TST,SCR,0-1,L,2048,true,37.48373590389733,0,1,4,,,1,5,-1,0,0,253,256,135,126,9,0,0,0,0,0,12.180539956862622
14316,Stian 'Ilithdra' N'diaye,JGL,TST,SCR,0-1,L,2048,true,37.48373590389733,1,3,3,,,0,2,0,0,0,159,186,70,44,87,21,0,0,0,0,11.660391734091116
15301,Dario 'paulzoom' Giachetti,MID,TST,SCR,0-1,L,2048,true,37.48373590389733,2,5,1,,,2,2,0,0,0,241,369,134,187,1,0,0,0,0,0,11.985800506261764
13610,Ryan 'Jstylish' Barlow,ADC,TST,SCR,0-1,L,2048,true,37.48373590389733,2,5,0,,,2,3,0,0,0,296,395,169,191,6,0,0,0,0,0,13.330795048074386
13590,Ted 'Demichan' Jianlian,SUP,TST,SCR,0-1,L,2048,true,37.48373590389733,1,5,2,,,0,5,0,0,0,80,100,42,20,1,1,0,0,0,0,8.318618089641337
12948,Darryl 'Matrix20' Miles,TOP,HL,DSG,0-1,L,2048,true,44.0161313848387,2,2,3,,,2,5,2,0,0,301,287,134,121,9,4,0,1,0,1,15.659909409263364
14300,Jinhyeon 'eowdlgxk' Park,JGL,HL,DSG,0-1,L,2048,true,44.0161313848387,2,3,1,,,0,5,0,0,0,162,263,49,61,100,18,2,2,1,1,13.942051254162461
14007,Yao 'helepoli' Hanlin,MID,HL,DSG,0-1,L,2048,true,44.0161313848387,3,3,3,,,3,3,0,0,0,392,353,193,129,12,7,0,2,0,0,17.894286849862
15380,Zhou 'galorius' Delong,ADC,HL,DSG,0-1,L,2048,true,44.0161313848387,1,2,1,,,2,4,0,0,0,411,406,188,173,10,2,0,2,0,0,17.503706025441474
15463,Jalen 'Vespillo' Burns,SUP,HL,DSG,0-1,L,2048,true,44.0161313848387,0,4,4,,,0,4,0,0,0,54,104,15,20,0,0,0,2,0,0,9.511732756950622
14791,Sebastián 'vanc5009' Rodríguez,TOP,DSG,HL,1-0,W,2048,true,44.0161313848387,3,3,9,,,3,8,0,0,1,287,301,121,134,12,1,0,3,0,1,16.27885511258047
14597,Everson 'wtfgeezy' De Souza,JGL,DSG,HL,1-0,W,2048,true,44.0161313848387,2,0,8,,,0,6,0,0,1,263,162,61,49,136,13,2,2,1,1,17.64613489812774
13418,Chris 'shmilmil' Kleber,MID,DSG,HL,1-0,W,2048,true,44.0161313848387,6,3,6,,,3,6,0,1,1,353,392,129,193,9,1,0,2,0,1,18.828673065909914
13717,Andrew 'ratedajs' Traore,ADC,DSG,HL,1-0,W,2048,true,44.0161313848387,3,1,5,,,3,6,0,0,1,406,411,173,188,6,2,1,3,0,1,18.92902074150071
14595,Robert 'alfred01' Raffington,SUP,DSG,HL,1-0,W,2048,true,44.0161313848387,0,1,13,,,0,7,-2,0,1,104,54,20,15,1,1,0,3,0,1,11.536718345239352
13021,Sungyeung 'Catervus' Roh,TOP,EWF,LaB,1-0,W,2048,true,35.593636976035846,5,0,4,,,3,7,0,0,1,283,203,142,109,12,4,1,4,0,0,14.984312475506092
12793,Tomas 'IamRonii' Jaumin,JGL,EWF,LaB,1-0,W,2048,true,35.593636976035846,1,3,5,,,0,6,-1,0,0,173,211,63,76,97,10,3,3,0,0,13.04640097605125
14028,Joochan 'MaffiaXL' Kim,MID,EWF,LaB,1-0,W,2048,true,35.593636976035846,3,1,8,,,3,7,0,1,1,315,282,176,151,11,2,0,3,0,0,15.275348515726694
14065,Zhou 'LokiiLox' Yuyang,ADC,EWF,LaB,1-0,W,2048,true,35.593636976035846,4,0,6,,,3,4,0,0,1,354,331,168,193,4,1,0,3,0,0,16.32765183389649
15065,Yao 'Foobar31' Yong,SUP,EWF,LaB,1-0,W,2048,true,35.593636976035846,0,0,12,,,0,7,0,0,1,88,36,19,26,1,1,0,4,0,0,9.612235693941168
10059,Heechul 'pekili15' Oh,TOP,LaB,EWF,0-1,L,2048,true,35.593636976035846,0,5,3,,,1,2,1,0,0,203,283,109,142,4,1,0,0,0,1,10.800786072161912
15157,Hongseob 'Drake420' Yook,JGL,LaB,EWF,0-1,L,2048,true,35.593636976035846,3,2,1,,,0,0,0,0,0,211,173,76,63,95,5,0,0,1,1,13.267166295528886
14163,Grzegorz 'obrinj63' Nowakowski,MID,LaB,EWF,0-1,L,2048,true,35.593636976035846,1,2,1,,,2,3,0,0,0,282,315,151,176,6,2,0,0,0,1,12.7068268374803
15161,Nick 'yeaney96' Robertin,ADC,LaB,EWF,0-1,L,2048,true,35.593636976035846,0,1,1,,,1,2,0,0,0,331,354,193,168,4,0,0,0,0,1,13.486294109693825
13064,Sungoh 'supp4you' Hong,SUP,LaB,EWF,0-1,L,2048,true,35.593636976035846,0,3,2,,,0,3,0,0,0,36,88,26,19,1,0,0,0,0,1,7.007152890215342
13393,An 'wantanin' Nguyễn,TOP,LIL,Fl1,0-1,L,2048,true,43.820362249444585,4,3,5,,,2,6,0,0,0,296,310,130,135,16,8,0,2,0,2,16.416362060089426
15078,Donghoon 'Fernan18' Lee,JGL,LIL,Fl1,0-1,L,2048,true,43.820362249444585,1,3,8,,,0,3,0,0,0,272,254,73,69,140,11,2,2,2,2,17.46746272140304
15086,Taeyong 'DanteDMC' Kim,MID,LIL,Fl1,0-1,L,2048,true,43.820362249444585,3,3,4,,,2,4,0,0,0,379,378,185,176,4,2,0,2,0,2,17.845509049463413
13703,Gao 'lafesefe' Muhao,ADC,LIL,Fl1,0-1,L,2048,true,43.820362249444585,2,3,5,,,2,3,0,0,0,407,403,165,182,10,0,1,2,0,2,18.28325593682266
14179,Minjun 'bronopol' Kang,SUP,LIL,Fl1,0-1,L,2048,true,43.820362249444585,2,6,9,,,0,4,1,0,0,92,122,16,20,0,0,0,2,0,2,11.49205810608247
14796,Jinsu 'renicade' Lee,TOP,Fl1,LIL,1-0,W,2048,true,43.820362249444585,4,1,9,,,2,6,0,0,1,310,296,135,130,3,0,0,1,0,1,16.848358472573473
15316,Sungjin 'Toteiiii' Kim,JGL,Fl1,LIL,1-0,W,2048,true,43.820362249444585,7,4,10,,,0,6,0,0,1,254,272,69,73,122,10,1,1,1,1,18.60971145011864
14906,Andy 'Nietsnie' Tabuse,MID,Fl1,LIL,1-0,W,2048,true,43.820362249444585,2,2,11,,,3,6,-1,1,1,378,379,176,185,4,1,0,1,0,1,17.483504910651945
15097,Kyeore 'Jugitive' Son,ADC,Fl1,LIL,1-0,W,2048,true,43.820362249444585,5,1,10,,,3,6,0,0,1,403,407,182,165,7,1,0,1,0,1,19.242422326019128
15306,Juyoung 'iwerson2' Roh,SUP,Fl1,LIL,1-0,W,2048,true,43.820362249444585,0,4,17,,,0,7,0,0,1,122,92,20,16,1,0,0,1,0,1,11.627253761408163
14558,Sanghyuk 'showmert' Yoon,TOP,ZPS,SS,1-0,W,2048,true,43.9109884154033,3,5,14,,,3,8,0,0,0,286,293,133,127,5,2,0,2,0,1,16.8360928919699
15228,Siwon 'ZlobnbIi' Han,JGL,ZPS,SS,1-0,W,2048,true,43.9109884154033,3,3,12,,,0,6,1,0,1,275,203,63,39,126,8,1,1,0,0,18.260145013595597
12224,Donggook 'OmegaVal' Jo,MID,ZPS,SS,1-0,W,2048,true,43.9109884154033,7,3,10,,,3,7,0,1,1,379,359,171,160,9,1,1,2,0,1,19.88626394978877
11290,Namjoon 'armik100' Bong,ADC,ZPS,SS,1-0,W,2048,true,43.9109884154033,5,4,7,,,4,3,0,0,1,405,423,187,171,10,1,0,1,1,1,19.857960090984843
14438,Henrik 'milkman1' Stefansson,SUP,ZPS,SS,1-0,W,2048,true,43.9109884154033,0,2,12,,,0,8,0,0,1,91,70,22,47,0,0,0,2,0,1,11.09618355303869
13251,Junhyung 'fran4025' Lee,TOP,SS,ZPS,0-1,L,2048,true,43.9109884154033,4,5,7,,,1,5,-1,0,0,293,286,127,133,7,2,1,2,0,2,16.152460409615564
13896,Chris 'thoraxia' Xiang,JGL,SS,ZPS,0-1,L,2048,true,43.9109884154033,5,6,6,,,0,3,0,0,0,203,275,39,63,102,12,1,1,1,1,16.336774927857242
13303,Daeyeol 'sebacote' Moon,MID,SS,ZPS,0-1,L,2048,true,43.9109884154033,3,3,6,,,3,4,0,0,0,359,379,160,171,7,0,0,1,1,2,17.379911492414994
14567,Sangho 'Zolmec96' Kim,ADC,SS,ZPS,0-1,L,2048,true,43.9109884154033,5,2,4,,,2,5,0,0,0,423,405,171,187,15,9,0,1,0,1,19.466773625594442
14979,Dongbin 'achadian' Kim,SUP,SS,ZPS,0-1,L,2048,true,43.9109884154033,0,2,12,,,0,5,0,0,0,70,91,47,22,0,0,0,2,0,2,10.419285184094441
13949,Gabriel 'FoxMalka' Castro,TOP,TSU,SIX,1-0,W,2048,true,37.24196814840662,5,3,11,,,2,6,0,0,1,247,280,121,152,7,1,0,1,0,1,14.713387596957409
15071,Sungcheol 'Xtrylanx' Woo,JGL,TSU,SIX,1-0,W,2048,true,37.24196814840662,9,0,9,,,0,8,0,0,1,252,117,61,46,116,12,2,2,1,1,18.169435854769286
11826,Tim 'POS1TIVE' Bright,MID,TSU,SIX,1-0,W,2048,true,37.24196814840662,4,1,12,,,3,6,0,1,1,331,274,154,151,6,0,0,2,0,1,16.35693137731828
13493,Youngsu 'vulcan86' Moon,ADC,TSU,SIX,1-0,W,2048,true,37.24196814840662,1,1,14,,,3,6,-2,0,1,343,339,183,183,6,1,0,1,0,1,15.788289977078655
14780,Rusty 'xMunholi' Lamb,SUP,TSU,SIX,1-0,W,2048,true,37.24196814840662,0,2,16,,,0,7,0,0,1,95,79,16,44,0,0,0,1,0,1,10.070061845736618
14581,Kees 'Southern' Kanseyo,TOP,SIX,TSU,0-1,L,2048,true,37.24196814840662,2,3,2,,,1,2,0,0,0,280,247,152,121,5,0,0,2,0,1,13.538906890482144
14152,Jaesung 'lazomazo' Lee,JGL,SIX,TSU,0-1,L,2048,true,37.24196814840662,2,5,0,,,0,3,2,0,0,117,252,46,61,72,7,1,1,1,1,10.93762580904616
11583,Jakub 'zRampage' Janton,MID,SIX,TSU,0-1,L,2048,true,37.24196814840662,1,4,3,,,2,2,0,0,0,274,331,151,154,8,0,0,1,0,1,13.118673967207448
15200,Yongbae 'DrSpanky' Kim,ADC,SIX,TSU,0-1,L,2048,true,37.24196814840662,1,3,2,,,1,2,0,0,0,339,343,183,183,5,1,1,1,0,0,14.548449918701788
15198,Dong 'Melasaur' Ming,SUP,SIX,TSU,0-1,L,2048,true,37.24196814840662,1,4,5,,,0,2,0,0,0,79,95,44,16,0,0,0,2,0,0,8.824894940295128
11980,Nikolay 'milo1000' Zubkov,TOP,YP,FDR,0-1,L,2048,true,37.74106856861298,2,6,3,,,2,3,1,0,0,224,307,122,148,3,0,0,0,0,0,12.238749359066958
14434,Gyeonghun 'DarkPoeT' Roh,JGL,YP,FDR,0-1,L,2048,true,37.74106856861298,3,2,3,,,0,5,0,0,0,204,185,67,49,104,14,1,1,0,0,13.897858908251763
15104,Zhou 'macho686' Yuyang,MID,YP,FDR,0-1,L,2048,true,37.74106856861298,3,4,4,,,2,5,0,0,0,281,342,154,165,6,1,0,1,0,0,14.203378517361145
12944,Youngwoon 'Syntex28' Choi,ADC,YP,FDR,0-1,L,2048,true,37.74106856861298,3,2,4,,,2,4,0,0,0,367,357,190,188,6,2,0,1,0,0,15.76685854421746
14069,Changhyun 'renicade' Lee,SUP,YP,FDR,0-1,L,2048,true,37.74106856861298,1,6,10,,,0,3,0,0,0,99,120,25,35,1,0,0,1,0,0,9.725487033867132
12101,Andreas 'katsujun' Eriksson,SUP,YP,FDR,0-1,L,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14559,Adem 'Ekrinain' Kaya,TOP,FDR,YP,1-0,W,2048,true,37.74106856861298,8,2,9,,,2,5,0,0,1,307,224,148,122,6,2,0,2,0,2,17.091949458540164
13400,Woohyung 'Gurizojc' Lee,JGL,FDR,YP,1-0,W,2048,true,37.74106856861298,4,3,11,,,0,7,0,0,1,185,204,49,67,87,10,1,1,1,1,15.01598526900627
13061,Taishi 'Timeline' Okayama,MID,FDR,YP,1-0,W,2048,true,37.74106856861298,3,1,14,,,3,6,0,1,1,342,281,165,154,10,2,1,1,0,1,16.98122202033487
13536,Junhong 'Gregward' Seo,ADC,FDR,YP,1-0,W,2048,true,37.74106856861298,4,2,12,,,3,5,-1,0,1,357,367,188,190,8,0,1,1,1,2,17.40159611658506
13359,Song 'thybeast' Qi,SUP,FDR,YP,1-0,W,2048,true,37.74106856861298,1,4,16,,,0,7,0,0,1,120,99,35,25,1,0,0,3,0,2,11.303699878970793
12884,Junghoon 'immunize' Lee,TOP,FRV,STT,1-0,W,2048,true,38.45236898135989,5,3,7,,,3,7,0,0,1,289,257,138,133,7,2,0,0,0,0,15.534684577910852
